VARIANT_ID,PRODUCT_LINK,PRODUCT_IMAGE_LINK,MODEL_IMAGE_LINK,PRODUCT_DESC_SE,PRODUCT_DESC_EN
30028570080,lindex.com/p/3002857-80/,https://i8.amplience.net/i/Lindex/3002857_80_PS_F/?h=300,,"Stilrena handskar, tillverkade i kromfritt läder, som håller dig snygg och varm på samma gång.","Sleek gloves, made in chrome-free leather, keeping you stylish and warm at the same time."
30066540300,lindex.com/p/3006654-300/,https://i8.amplience.net/i/Lindex/3006654_300_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3006654_300_PS_MF/?h=300,Stilsäker topp med puffärmar och broderi.,Stylish top with puff sleeves and embroidery.
30062388592,lindex.com/p/3006238-8592/,https://i8.amplience.net/i/Lindex/3006238_8592_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3006238_8592_PS_MF/?h=300,Kortärmad blus med omlottdesign och knytband framtill.,Short-sleeved blouse with wrap design and tie bands at the front.
86079930791,lindex.com/p/8607993-791/,https://i8.amplience.net/i/Lindex/8607993_791_PS_F/?h=300,https://i8.amplience.net/i/Lindex/8607993_791_PS_MF/?h=300,Jeans med låg midja i bomullsdenim med stretch och utsvängda ben.,Low waist jeans in cotton denim with stretch and flared legs.
30021110080,lindex.com/p/3002111-80/,https://i8.amplience.net/i/Lindex/3002111_80_PS_F/?h=300,,Set med 9 hårsnoddar som håller håret på plats.,A pack of 9 hair elastics that keep your hair in place.
30065710300,lindex.com/p/3006571-300/,https://i8.amplience.net/i/Lindex/3006571_300_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3006571_300_PS_MF/?h=300,"Ärmlös, krinklad topp med vid hals och volangkant.",Sleeveless crinkled top with wide neck and frill trims.
30041480080,lindex.com/p/3004148-80/,https://i8.amplience.net/i/Lindex/3004148_80_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3004148_80_PS_MF/?h=300,"Bekväma, dressade byxor i stadig trikå med normalhög midja och vid passform. Dessa byxor har extra långa ben.","Comfortable, tailored trousers in sturdy jersey with a regular waist and wide fit. These trousers have extra long legs."
30050191418,lindex.com/p/3005019-1418/,https://i8.amplience.net/i/Lindex/3005019_1418_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3005019_1418_PS_MF/?h=300,V-ringad stickad tröja i mjuk lyocellblandning med avslappnad passform.,V-neck knitted jumper in soft lyocell blend with a relaxed fit.
30069240080,lindex.com/p/3006924-80/,https://i8.amplience.net/i/Lindex/3006924_80_PS_F/?h=300,,"Klassiskt bälte med en ren design, tillverkat i äkta läder. Det kan avge färg, var försiktig vid kontakt med ljusa tyger och möbler.","Classic belt with a clean design, made in genuine leather. It may give off colour, be careful in contact with light coloured fabrics and furniture."
30043420080,lindex.com/p/3004342-80/,https://i8.amplience.net/i/Lindex/3004342_80_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3004342_80_PS_MF/?h=300,"Stilsäker midiklänning med V-ringning, böljande ärmar och håldetalj baktill.","Stylish midi dress with V-neck, flowy sleeves and hole detail at the back."
30012008592,lindex.com/p/3001200-8592/,https://i8.amplience.net/i/Lindex/3001200_8592_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3001200_8592_PS_MF/?h=300,"Bekväma byxor med vid, böljande passform och hög resårmidja.","Comfortable trousers with wide, flowy fit and high elastic waist."
30045292659,lindex.com/p/3004529-2659/,https://i8.amplience.net/i/Lindex/3004529_2659_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3004529_2659_PS_MF/?h=300,Mockakjol med något utsvängd passform.,Suede skirt with slightly flared fit.
30037229873,lindex.com/p/3003722-9873/,https://i8.amplience.net/i/Lindex/3003722_9873_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3003722_9873_PS_MF/?h=300,"Finstickad tröja med stor, veckad krage och långa, vida ärmar.","Fine knitted jumper with a large folded collar design and long, wide sleeves."
30007259609,lindex.com/p/3000725-9609/,https://i8.amplience.net/i/Lindex/3000725_9609_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3000725_9609_PS_MF/?h=300,Chinos i stretchig bomullstwill.,Chinos in stretch cotton twill.
30058215818,lindex.com/p/3005821-5818/,https://i8.amplience.net/i/Lindex/3005821_5818_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3005821_5818_PS_MF/?h=300,"Linne i ribbad, stretchig bomull med en figurnära passform.","Tank top in ribbed, stretchy cotton with a figure fit."
30031931480,lindex.com/p/3003193-1480/,https://i8.amplience.net/i/Lindex/3003193_1480_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3003193_1480_PS_MF/?h=300,"Mysig, stickad tröja med oversized passform och kabelstickade detaljer.","Cosy, knitted sweater with oversized fit and cable knit details."
30062117362,lindex.com/p/3006211-7362/,https://i8.amplience.net/i/Lindex/3006211_7362_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3006211_7362_PS_MF/?h=300,Shorts i bäckebölja med resårmidja och sidofickor.,Shorts in seersucker with elastic waist and side pockets.
30019769613,lindex.com/p/3001976-9613/,https://i8.amplience.net/i/Lindex/3001976_9613_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3001976_9613_PS_MF/?h=300,Ribbstickad midiklänning i mjuk bomull med långa ärmar och vikbar polokrage.,Rib-knitted midi dress in soft cotton with long sleeves foldable turtleneck.
30062862150,lindex.com/p/3006286-2150/,https://i8.amplience.net/i/Lindex/3006286_2150_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3006286_2150_PS_MF/?h=300,Midiklänning i mjuk bomullsblandning med rak passform och rund halsringning.,Jersey midi dress in soft cotton blend with a straight fit and round neckline.
30051020070,lindex.com/p/3005102-70/,https://i8.amplience.net/i/Lindex/3005102_70_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3005102_70_PS_MF/?h=300,Midi-skjortklänning i linne med avslappnad passform och knappstängning framtill.,Midi shirt dress in linen with a relaxed fit and button closure at the front.
30031959606,lindex.com/p/3003195-9606/,https://i8.amplience.net/i/Lindex/3003195_9606_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3003195_9606_PS_MF/?h=300,Kortärmad topp i slub trikå med avslappnad passform och rund halsringning.,Short sleeve top in slub tricot with a relaxed fit and crew neckline.
30068930790,lindex.com/p/3006893-790/,https://i8.amplience.net/i/Lindex/3006893_790_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3006893_790_PS_MF/?h=300,Avslappnad denimskjorta i vävd bomull med långa ärmar och klassisk krage.,Relaxed denim shirt in woven cotton with long sleeves and a classic collar.
79329803679,lindex.com/p/7932980-3679/,https://i8.amplience.net/i/Lindex/7932980_3679_PS_F/?h=300,https://i8.amplience.net/i/Lindex/7932980_3679_PS_MF/?h=300,Finstickad topp med rund halsringning och korta ärmar.,Fine-knitted top with round neckline and short sleeves.
30051025601,lindex.com/p/3005102-5601/,https://i8.amplience.net/i/Lindex/3005102_5601_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3005102_5601_PS_MF/?h=300,Midi-skjortklänning i linne med avslappnad passform och knappstängning framtill.,Midi shirt dress in linen with a relaxed fit and button closure at the front.
30065597477,lindex.com/p/3006559-7477/,https://i8.amplience.net/i/Lindex/3006559_7477_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3006559_7477_PS_MF/?h=300,"Långärmad skjorta i mjuk viskosblandning med vida ärmar, slitsar i sidorna och avslappnad, oversized passform.","Long-sleeved shirt in soft viscose blend with wider sleeves, side slits and relaxed, oversized fit."
30013100080,lindex.com/p/3001310-80/,https://i8.amplience.net/i/Lindex/3001310_80_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3001310_80_PS_MF/?h=300,Ribbad långärmad topp med v-ringning och knappar framtill.,Ribbed long-sleeved top with v-neck and front buttons.
30000838162,lindex.com/p/3000083-8162/,https://i8.amplience.net/i/Lindex/3000083_8162_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3000083_8162_PS_MF/?h=300,"Finstickad, stilsäker tröja med långa ärmar.","Fine-knit, stylish jumper with long sleeves."
86588310080,lindex.com/p/8658831-80/,https://i8.amplience.net/i/Lindex/8658831_80_PS_F/?h=300,https://i8.amplience.net/i/Lindex/8658831_80_PS_MF/?h=300,Stilren maxikjol i nättyg täckt med svarta pärlor. Kjolen är delvis fodrad och har en dold dragkedja och slits i sidan.,"A sleek maxi-length net skirt covered in black beads. The skirt is partially lined, and has a concealed zipper and a slit to one side."
30043900010,lindex.com/p/3004390-10/,https://i8.amplience.net/i/Lindex/3004390_10_PS_F/?h=300,,Festliga strassörhängen med rosettdetaljer.,Festive rhinestone earrings with bow details.
85552470080,lindex.com/p/8555247-80/,https://i8.amplience.net/i/Lindex/8555247_80_PS_F/?h=300,https://i8.amplience.net/i/Lindex/8555247_80_PS_MF/?h=300,"Mjuk, ribbad kortärmad topp med rund halsringning.","A soft, ribbed short sleeved top with a round neckline."
30079440010,lindex.com/p/3007944-10/,https://i8.amplience.net/i/Lindex/3007944_10_PS_F/?h=300,,3-pack örhängen i tre olika storlekar.,3-pack earrings in three different sizes.
86550360020,lindex.com/p/8655036-20/,https://i8.amplience.net/i/Lindex/8655036_20_PS_F/?h=300,,Stilsäkra armband med pärlor.,Stylish bracelets with pearls.
30074136940,lindex.com/p/3007413-6940/,https://i8.amplience.net/i/Lindex/3007413_6940_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3007413_6940_PS_MF/?h=300,Blus med kort ärm och knappstängning framtill.,Blouse with short sleeves and button closure at the front.
30033059612,lindex.com/p/3003305-9612/,https://i8.amplience.net/i/Lindex/3003305_9612_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3003305_9612_PS_MF/?h=300,Raka byxor i mjuk läderimitation med normalhög midja och borstad insida.,Straight trousers in soft imitation leather with regular waist and brushed inside.
30060676994,lindex.com/p/3006067-6994/,https://i8.amplience.net/i/Lindex/3006067_6994_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3006067_6994_PS_MF/?h=300,Miniklänning med kort ärm och volangdetaljer.,Mini dress with short sleeves and flounce details.
30067460300,lindex.com/p/3006746-300/,https://i8.amplience.net/i/Lindex/3006746_300_PS_F/?h=300,,Figursydd långärmad topp med hålstickat mönster.,Fitted long-sleeved top with a hole-knitted pattern.
30032657320,lindex.com/p/3003265-7320/,https://i8.amplience.net/i/Lindex/3003265_7320_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3003265_7320_PS_MF/?h=300,Supermjuk finstickad polotröja med en avslappnad passform.,Super soft fine-knitted turtleneck jumper with a relaxed fit.
30031450080,lindex.com/p/3003145-80/,https://i8.amplience.net/i/Lindex/3003145_80_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3003145_80_PS_MF/?h=300,Baslinne i mjuk och stretchig bomull med figurnära passform.,Basic tank top in soft and stretchy cotton with figure fit.
30038406809,lindex.com/p/3003840-6809/,https://i8.amplience.net/i/Lindex/3003840_6809_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3003840_6809_PS_MF/?h=300,"Stickad klänning med rund halsringning, långa ärmar och utsvängd kjol.","Knitted dress with round neckline, long sleeves and flared skirt."
86818257862,lindex.com/p/8681825-7862/,https://i8.amplience.net/i/Lindex/8681825_7862_PS_F/?h=300,,Håll dig torr med det här mönstrade paraplyet som enkelt får plats i väskan när du inte behöver det.,Keep dry with this patterned umbrella that easily fits in your bag when you don't need it.
30069467966,lindex.com/p/3006946-7966/,https://i8.amplience.net/i/Lindex/3006946_7966_PS_F/?h=300,,Stilsäker axelremsväska i läderimitation med dragsko och avtagbart kedjehandtag.,"Stylish, shoulder bag in imitation leather with drawstring closure and removable chain handle."
30062197477,lindex.com/p/3006219-7477/,https://i8.amplience.net/i/Lindex/3006219_7477_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3006219_7477_PS_MF/?h=300,Short i mjuk viskosblandning med hög midja och avslappnad passform.,Short in soft viscose blend with high waist and relaxed fit.
30016496739,lindex.com/p/3001649-6739/,https://i8.amplience.net/i/Lindex/3001649_6739_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3001649_6739_PS_MF/?h=300,"Mjuk, stickad topp med korta ärmar och halvpolo.","Soft, knitted top with cap sleeves and mock neck."
30068950250,lindex.com/p/3006895-250/,https://i8.amplience.net/i/Lindex/3006895_250_PS_F/?h=300,,Stilsäkra solglasögon med tonade glas.,Stylish sunglasses with tinted lenses.
30058330080,lindex.com/p/3005833-80/,https://i8.amplience.net/i/Lindex/3005833_80_PS_F/?h=300,,Stor väska i läderimitation med stilsäker design och kontrasterande sömmar. Väskan har en löstagbar organizerväska inuti.,Large bag in imitation leather with sleek design and contrasting seams. The bag has a detachable organizer bag inside.
83266630080,lindex.com/p/8326663-80/,https://i8.amplience.net/i/Lindex/8326663_80_PS_F/?h=300,https://i8.amplience.net/i/Lindex/8326663_80_PS_MF/?h=300,Trikåtopp i bomull med rund halsringning och korta ärmar.,Cotton tricot top with a crew neckline and short sleeves.
30028277862,lindex.com/p/3002827-7862/,https://i8.amplience.net/i/Lindex/3002827_7862_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3002827_7862_PS_MF/?h=300,Topp med korta ärmar och draperad design framtill.,Top with short sleeves and draped design at the front.
30007303236,lindex.com/p/3000730-3236/,https://i8.amplience.net/i/Lindex/3000730_3236_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3000730_3236_PS_MF/?h=300,Stilsäker kortärmad topp med blommor och mesh.,Stylish short-sleeved top with flowers and mesh.
30078730080,lindex.com/p/3007873-80/,https://i8.amplience.net/i/Lindex/3007873_80_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3007873_80_PS_MF/?h=300,"Stilren halternecktopp i mjuk, stretchig bomullstrikå.","Sleek halterneck top in soft, stretchy cotton jersey."
30007727281,lindex.com/p/3000772-7281/,https://i8.amplience.net/i/Lindex/3000772_7281_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3000772_7281_PS_MF/?h=300,Stilsäkra shorts i mjuk linneblandning med avslappnad passform. Shortsen har en resårmidja med dragkedje- och knappstängning.,Stylish shorts in soft linen blend with relaxed fit. The shorts have an elastic waist with zip and button closure.
30057270080,lindex.com/p/3005727-80/,https://i8.amplience.net/i/Lindex/3005727_80_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3005727_80_PS_MF/?h=300,"Jeansshorts med normalhög midja och långa, vida ben.","Denim shorts with a regular waist and long, wide legs."
82104380080,lindex.com/p/8210438-80/,https://i8.amplience.net/i/Lindex/8210438_80_PS_F/?h=300,https://i8.amplience.net/i/Lindex/8210438_80_PS_MF/?h=300,Mjuk och stretchig midikjol i ribbstickad kvalitet med figurnära silhuett.,Soft and stretchy midi skirt in a rib-knitted quality with a fitted silhouette.
30028941230,lindex.com/p/3002894-1230/,https://i8.amplience.net/i/Lindex/3002894_1230_PS_F/?h=300,,Långa handledsvärmare med ribbstickad design.,Long wrist warmers with a rib-knitted design.
30042087706,lindex.com/p/3004208-7706/,https://i8.amplience.net/i/Lindex/3004208_7706_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3004208_7706_PS_MF/?h=300,Stilsäker maxiklänning med figurnära passform och krinklad design.,Stylish maxi dress with figure fit and crinkled design.
30079148668,lindex.com/p/3007914-8668/,https://i8.amplience.net/i/Lindex/3007914_8668_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3007914_8668_PS_MF/?h=300,Vävd blus i viskosblandning med avslappnad passform.,Woven blouse in viscose blend with relaxed fit.
86087418117,lindex.com/p/8608741-8117/,https://i8.amplience.net/i/Lindex/8608741_8117_PS_F/?h=300,,Stilren midikjol med lätt utsvängd silhuett och glansig finish.,Sleek midi skirt with a slightly flared silhouette and a shiny satin finish.
30063550080,lindex.com/p/3006355-80/,https://i8.amplience.net/i/Lindex/3006355_80_PS_F/?h=300,,Stilsäkert skärp i läderimitation.,Stylish belt in imitation leather.
30064490070,lindex.com/p/3006449-70/,https://i8.amplience.net/i/Lindex/3006449_70_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3006449_70_PS_MF/?h=300,"Ärmlös väst i bomull med kort passform, broderier och band som knyts framtill.","Sleeveless cotton camisole with a cropped fit, embroidery and front-tying straps."
30068980010,lindex.com/p/3006898-10/,https://i8.amplience.net/i/Lindex/3006898_10_PS_F/?h=300,,"Stilsäkra, borstade droppformade örhängen i färgad metall.",Sleek brushed drop-shaped earrings in coloured metal.
30013009618,lindex.com/p/3001300-9618/,https://i8.amplience.net/i/Lindex/3001300_9618_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3001300_9618_PS_MF/?h=300,Stickad tröja i mjuk ullblandning med avslappnad passform.,Knitted jumper in soft wool blend with a relaxed fit.
30007304114,lindex.com/p/3000730-4114/,https://i8.amplience.net/i/Lindex/3000730_4114_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3000730_4114_PS_MF/?h=300,Stilsäker kortärmad topp med blommor och mesh.,Stylish short-sleeved top with flowers and mesh.
30071218043,lindex.com/p/3007121-8043/,https://i8.amplience.net/i/Lindex/3007121_8043_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3007121_8043_PS_MF/?h=300,Finstickad tröja med avslappnad passform och långa ärmar.,Fine-knitted jumper with a relaxed fit and long sleeves.
30072679614,lindex.com/p/3007267-9614/,https://i8.amplience.net/i/Lindex/3007267_9614_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3007267_9614_PS_MF/?h=300,Stickad cardigan med avslappnad passform och knytband framtill.,Knitted cardigan with a relaxed fit and tie bands at the front.
30022357403,lindex.com/p/3002235-7403/,https://i8.amplience.net/i/Lindex/3002235_7403_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3002235_7403_PS_MF/?h=300,"Mjuk och stretchig klänning med rak halsringning, långa ärmar och extra utrymme för den växande magen.","Soft and stretchy dress with straight neckline, long sleeves and extra room for the growing belly."
30028790146,lindex.com/p/3002879-146/,https://i8.amplience.net/i/Lindex/3002879_146_PS_F/?h=300,,Mysig vävd scarf med fransar och en något oversized silhuett.,Cosy woven scarf with fringes and a slightly oversized silhouette.
77680160080,lindex.com/p/7768016-80/,https://i8.amplience.net/i/Lindex/7768016_80_PS_F/?h=300,,"Fyrkantiga läsglasögon som gör det lite trevligare att läsa din favoritbok. Och samtidigt ger dig en stilsäker look, så klart.","Square reading glasses that makes reading your favourite book a little bit more pleasant. And lets you look stylish at the same time, of course."
30024472659,lindex.com/p/3002447-2659/,https://i8.amplience.net/i/Lindex/3002447_2659_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3002447_2659_PS_MF/?h=300,"Stickad maxiklänning med rund halsringning, figurnära silhuett och djup urringning baktill.","Knitted maxi dress with round neckline, figure fit silhouette and a deep back neckline."
30034735601,lindex.com/p/3003473-5601/,https://i8.amplience.net/i/Lindex/3003473_5601_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3003473_5601_PS_MF/?h=300,Basisk jerseytopp med rund hals och bekväm passform.,Basic jersey top with a round neck and a comfortable fit.
30063050080,lindex.com/p/3006305-80/,https://i8.amplience.net/i/Lindex/3006305_80_PS_F/?h=300,,Slimmat och stilrent diadem.,Slim and stylish alice band.
30058212150,lindex.com/p/3005821-2150/,https://i8.amplience.net/i/Lindex/3005821_2150_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3005821_2150_PS_MF/?h=300,"Linne i ribbad, stretchig bomull med en figurnära passform.","Tank top in ribbed, stretchy cotton with a figure fit."
30005883002,lindex.com/p/3000588-3002/,https://i8.amplience.net/i/Lindex/3000588_3002_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3000588_3002_PS_MF/?h=300,Stilsäker skjorta i bomull med en rak passform.,Stylish shirt in cotton with a straight fit.
30005135915,lindex.com/p/3000513-5915/,https://i8.amplience.net/i/Lindex/3000513_5915_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3000513_5915_PS_MF/?h=300,Midi omlottkjol med justerbar knytstängning i midjan.,Midi wrap skirt with adjustable tie closure at the waist.
30034732643,lindex.com/p/3003473-2643/,https://i8.amplience.net/i/Lindex/3003473_2643_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3003473_2643_PS_MF/?h=300,Basisk jerseytopp med rund hals och bekväm passform.,Basic jersey top with a round neck and a comfortable fit.
30062686983,lindex.com/p/3006268-6983/,https://i8.amplience.net/i/Lindex/3006268_6983_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3006268_6983_PS_MF/?h=300,Stilsäker ballongkjol i maxilängd med resårmidja.,Stylish balloon skirt in maxi length with elastic waist.
30043888704,lindex.com/p/3004388-8704/,https://i8.amplience.net/i/Lindex/3004388_8704_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3004388_8704_PS_MF/?h=300,Ribbad topp med korta ärmar och figurnära silhuett.,Ribbed top with short sleeves and a figure-fit silhouette.
30068447249,lindex.com/p/3006844-7249/,https://i8.amplience.net/i/Lindex/3006844_7249_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3006844_7249_PS_MF/?h=300,"Stickad tröja med lång ärm, rund halsringning och randigt mönster.","Knitted jumper with long sleeves, round neckline and striped pattern."
79782592192,lindex.com/p/7978259-2192/,https://i8.amplience.net/i/Lindex/7978259_2192_PS_F/?h=300,https://i8.amplience.net/i/Lindex/7978259_2192_PS_MF/?h=300,"Supermjuk och bekväm topp i ekologisk bomull med rund halsringning, något croppad ärm och klassiskt randigt mönster.","A super soft and comfy organic cotton top with round neckline, slightly cropped sleeve length and classic striped pattern."
30034969942,lindex.com/p/3003496-9942/,https://i8.amplience.net/i/Lindex/3003496_9942_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3003496_9942_PS_MF/?h=300,Mjuk sweatshirt med avslappnad passform och ett litet texttryck på framsidan.,Soft sweatshirt with relaxed fit and a small print on the front.
30061450300,lindex.com/p/3006145-300/,https://i8.amplience.net/i/Lindex/3006145_300_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3006145_300_PS_MF/?h=300,Vävd blus med volanger och broderie anglais.,Woven blouse with flounces and broderie anglais.
30020549496,lindex.com/p/3002054-9496/,https://i8.amplience.net/i/Lindex/3002054_9496_PS_F/?h=300,,"Praktisk, stilsäker shoppingväska med vida axelband.","Practical, stylish shopping bag with wide shoulder straps."
30074951480,lindex.com/p/3007495-1480/,https://i8.amplience.net/i/Lindex/3007495_1480_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3007495_1480_PS_MF/?h=300,Stickad väst med rak passform och volangdetaljer framtill.,Knitted vest with a straight fit and flounce details at the front.
85980070070,lindex.com/p/8598007-70/,https://i8.amplience.net/i/Lindex/8598007_70_PS_F/?h=300,https://i8.amplience.net/i/Lindex/8598007_70_PS_MF/?h=300,Mjuka och stretchiga cykelshorts med bekväm resårmidja.,Soft and stretchy cycling shorts with a comfortable elastic waistband.
30062490020,lindex.com/p/3006249-20/,https://i8.amplience.net/i/Lindex/3006249_20_PS_F/?h=300,,Stilsäkra små örhängen.,Stylish small hoop earrings.
30070938413,lindex.com/p/3007093-8413/,https://i8.amplience.net/i/Lindex/3007093_8413_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3007093_8413_PS_MF/?h=300,Lång randig skjorta med knappstängning och knytband i båda sidorna.,Long striped shirt with button closure and tie band at both sides.
30097659869,lindex.com/p/3009765-9869/,https://i8.amplience.net/i/Lindex/3009765_9869_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3009765_9869_PS_MF/?h=300,Långärmad topp i mjuk viskos med figurnära silhuett och vågiga kanter.,Long-sleeved top in soft viscose with a fitted silhouette and wavy edges.
30001317488,lindex.com/p/3000131-7488/,https://i8.amplience.net/i/Lindex/3000131_7488_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3000131_7488_PS_MF/?h=300,"Långärmad blus med ett texturerat, stretchigt tyg och en elastisk halsringning.","Long-sleeved blouse with a textured, stretchy fabric and an elasticated neckline."
30068037862,lindex.com/p/3006803-7862/,https://i8.amplience.net/i/Lindex/3006803_7862_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3006803_7862_PS_MF/?h=300,"Blus i viskos med lång ärm, heltäckande mönster och volanger.","Blouse in viscose with long sleeves,  allover pattern and flounces."
30055230070,lindex.com/p/3005523-70/,https://i8.amplience.net/i/Lindex/3005523_70_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3005523_70_PS_MF/?h=300,T-shirt i linneblandning med kort ärm och avslappnad passform.,T-shirt in linen blend with short sleeves and relaxed fit.
30069000020,lindex.com/p/3006900-20/,https://i8.amplience.net/i/Lindex/3006900_20_PS_F/?h=300,,Stilsäkra bladformade örhängen.,Stylish leaf-shaped earrings.
76849956665,lindex.com/p/7684995-6665/,https://i8.amplience.net/i/Lindex/7684995_6665_PS_F/?h=300,,En härligt luftig topp med silkigt framstycke och mjuk trikå över ryggen. Lätt att klä upp eller ner beroende på tillfälle.,"A lightweight, versatile top with a silky front and soft jersey back. Easy to style up or down depending on occasion."
30065726983,lindex.com/p/3006572-6983/,https://i8.amplience.net/i/Lindex/3006572_6983_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3006572_6983_PS_MF/?h=300,"Ärmlös, krinklad topp med vid hals och volangkant.",Sleeveless crinkled top with wide neck and frill trims.
30046160300,lindex.com/p/3004616-300/,https://i8.amplience.net/i/Lindex/3004616_300_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3004616_300_PS_MF/?h=300,"T-shirt i mjuk bomull med avslappnad, boxig passform och tryck på framsidan.","T-shirt in soft cotton with a relaxed, boxy fit and a print on the front."
30027139608,lindex.com/p/3002713-9608/,https://i8.amplience.net/i/Lindex/3002713_9608_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3002713_9608_PS_MF/?h=300,Mjukisbyxor i mjuk bomullsblandning med vida ben.,Joggers in soft cotton blend with wide legs.
30020310080,lindex.com/p/3002031-80/,https://i8.amplience.net/i/Lindex/3002031_80_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3002031_80_PS_MF/?h=300,Långärmad miniklänning med knappar framtill och resår i midjan för en bekväm passform.,Long-sleeved mini dress with buttons at the front and elastic waist for a comfy fit.
30061310080,lindex.com/p/3006131-80/,https://i8.amplience.net/i/Lindex/3006131_80_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3006131_80_PS_MF/?h=300,Baslinne i mjuk och stretchig bomull med figurnära passform och smala axelband.,Basic tank top in soft and stretchy cotton with figure fit and slim shoulder straps.
30028921230,lindex.com/p/3002892-1230/,https://i8.amplience.net/i/Lindex/3002892_1230_PS_F/?h=300,,Scarf i mönstrad satin.,Scarf in patterned satin.
30046500070,lindex.com/p/3004650-70/,https://i8.amplience.net/i/Lindex/3004650_70_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3004650_70_PS_MF/?h=300,"T-shirt i lite kraftigare bomullstrikå med en oversized, boxig passform.","T-shirt in a slightly heavier cotton jersey with an oversized, relaxed fit."
30043887424,lindex.com/p/3004388-7424/,https://i8.amplience.net/i/Lindex/3004388_7424_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3004388_7424_PS_MF/?h=300,Ribbad topp med korta ärmar och figurnära silhuett.,Ribbed top with short sleeves and a figure-fit silhouette.
30065464939,lindex.com/p/3006546-4939/,https://i8.amplience.net/i/Lindex/3006546_4939_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3006546_4939_PS_MF/?h=300,Byxa med vida ben i twill med medelhög midja och knytskärp.,Wide-leg trousers in twill with mid waist and and tie belt.
30061377955,lindex.com/p/3006137-7955/,https://i8.amplience.net/i/Lindex/3006137_7955_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3006137_7955_PS_MF/?h=300,"Byxor med vida ben och elastisk, normalhög midja.","Wide-leg trousers with an elastic, regular waist."
